id,book_level,vocab,english_meaning,vietnamese_meaning,word_type,component
279,HSK 1,半夜,midnight,Nửa đêm,noun,半夜 (midnight) = 半 (half) + 夜 (night)
280,HSK 1,即将,about,Khoảng,adverb,"即将 (be about to) = 即 (approach) + 将 (will; about to)  
即 (approach) = 卩 (seal) + 皀 (fragrant; white)  
将 (will; about to) = 爿 (bed board) + 丬 (split wood) + 寸 (inch)"
282,HSK 1,去,To go,Đi,Verb,去 = 土 (earth) + 厶 (private)
283,HSK 1,友好,friendly,Thân thiện,adjective,"友好 (friendly) = 友 (friend) + 好 (good)
友 = 又(again/hand) + 一(one)
好 = 女(woman) + 子(child)"
284,HSK 1,发,send,Gửi,verb,发 (send) = 又 (hand) + 丿 (slash) + ㇇ (bend stroke)  
285,HSK 1,取,take,Mang / lấy,Verb,取 = 耳 (ear) + 又 (right hand)
287,HSK 1,叫,To be called,Được gọi là,Verb,叫 = 口 (mouth) + 丩 (twist)
288,HSK 1,可乐,Cola,Coca Cola,Noun,"可 = mouth + nail
 乐 = joy/music"
289,HSK 1,号,date (day of month),Ngày (trong tháng),noun,号 (date) = 口 (mouth) + 丂 (breath; sound)
290,HSK 1,司机,driver,Tài xế,noun,"司机 (driver) = 司 (to control) + 机 (machine)
司 (to control) = 一 (one) + 口 (mouth) + 人 (person)
机 (machine) = 木 (wood) + 几 (table)"
291,HSK 1,吃,eating,Ăn,verb,"吃 (eat) = 口 (mouth) + 乞 (beg)
乞 (beg) = 人 (person) + 乙 (second, curved stroke)"
292,HSK 1,名字,Name,Tên,Noun,"名 = 夕 (evening) + 口 (mouth)
 字 = 宀 (roof) + 子 (child)"
293,HSK 1,后,after / later,Sau,preposition,后 (after; later) = ⼈ (person) + 幺 (small thread radical)
294,HSK 1,吧,(suggestion particle),trợ từ gợi ý (nhé / đi),Particle,"口 (mouth) + 巴 (cling, phonetic)"
295,HSK 1,听,To listen,Nghe,Verb,耳 (ear) + 王 (king) + 心 (heart)
296,HSK 1,吹,blow,Thổi,verb,吹 (to blow) = 口 (mouth) + 欠 (to yawn; to exhale)
297,HSK 1,咖啡,coffee,Cà phê,noun,"咖啡 (coffee) = 咖 (coffee sound) + 啡 (coffee sound)
咖 = 口 (mouth) + 加 (add)
啡 = 口 (mouth) + 非 (not)"
298,HSK 1,我们,We,Chúng tôi,Pronoun,"咱 = 口 (mouth) + 自 (self)
 们 = 亻 + 门 (door)"
300,HSK 1,哪儿,Where,Ở đâu,Adverb,"哪 = 口 (mouth) + 那 (that)
 儿 = child radical"
301,HSK 1,哭,cry,Khóc,verb,哭 (cry) = 口 (mouth) + 犬 (dog)
302,HSK 1,唱,To sing,Hát,Verb,口 (mouth) + 昌 (bright)
303,HSK 1,啊,a,Một,particle,"啊 (a / particle) = 口 (mouth) + 阿 (phonetic component)  
阿 (phonetic) = 阝 (hill; mound) + 可 (can; possible)"
304,HSK 1,啤酒,beer,Bia,noun,"啤酒 (beer) = 啤 (beer sound) + 酒 (alcohol)
啤 = 口 (mouth) + 卑 (low/humble)
酒 (alcohol) = 氵(water) + 酉 (wine jar)"
305,HSK 1,喂,Hello (on phone),A lô,Interjection,口 (mouth) + 畏 (fear)
306,HSK 1,喜欢,like,Thích,verb,"喜欢 (like) = 喜 (happy) + 欢 (joyful)
喜 (happy) = 壴 (drum) + 口 (mouth)
欢 (joyful) = 又 (hand/again) + 欠 (yawn/lack)"
307,HSK 1,喝,drink,Uống,verb,"喝 (drink) = 口 (mouth) + 曷 (why / phonosemantic)
曷 (why) = 曰 (say/sun-like form) + 匃 (cover shape)"
308,HSK 1,四,four,Bốn,number,四 (four) = 囗(enclosure) + 儿(person radical)
309,HSK 1,回来,come back,Quay lại,verb,"回来 (come back) = 回 (return) + 来 (come)  
回 (return) = 囗 (enclosure) + 口 (mouth)  
来 (come) = 木 (tree) + 丷 (two dots radical)"
312,HSK 1,国,Country,Quốc gia,Noun,囗 (enclosure) + 玉 (jade)
313,HSK 1,在,At,Ở / Tại,Verb,土 (earth) + 才 (just)
314,HSK 1,坐,take a seat,Mời ngồi,Verb,坐 = 土 (earth) + 从 (N/A
315,HSK 1,城市,city,Thành phố,noun,"城市 (city) = 城 (city wall) + 市 (market)
城 = 土(earth) + 成(accomplish)
市 = 亠(lid) + 巾(cloth/market banner)"
316,HSK 1,墙,wall,Tường,Noun,墙 = 土 (earth) + 土 (earth) + 丷 (eight/divide) + 回 (N/A)
317,HSK 1,漂亮,beautiful,Đẹp,Adjective,"美丽 (beautiful)=美 (beauty)+丽 (pretty)
美 (beauty)=羊 (sheep)+大 (big)
丽 (pretty)=一 (one)+冂 (open)+一 (one)+丿 (slash)+一 (one)"
319,HSK 1,多,plenty,Nhiều,adverb,多 (plenty) = 夕 (evening) + 夕 (evening)
320,HSK 1,多少,How much,Bao nhiêu tiền,Pronoun,"多 = 夕 (evening) + 夕
 少 = small with hook"
321,HSK 1,大,big,Lớn,adjective,大 (big) = person with outstretched arms (pictograph)
324,HSK 1,太,too ,Quá / Rất,adverb,太 (too) = 乚 (bend) + 匕 (spoon)
325,HSK 1,女,Girl,Cô gái,Noun," 女 = 女 (woman)
"
326,HSK 1,女生,girl (female student),Nữ sinh,noun,"女生 (girl) = 女 (female) + 生 (to be born/student)
女 (female) = pictograph of a kneeling woman
生 (to be born) = 一(one) + 丨(line) + 土(earth)"
327,HSK 1,奶茶,Milk tea,Trà sữa,Noun,"奶 = 女 (woman) + ㇎ (N/A) + 丿 (bend)
茶 = 艹 (grass) + 人 (human) + 十 (ten) + 小 (small)"
328,HSK 1,好,Good,Tốt,Adjective,好 = 女 (female) + 子 (child)
330,HSK 1,好闻,smell good,Thơm,adjective,"好闻 (smell good) = 好 (good) + 闻 (smell)
好 = 女 (woman) + 子 (child)
闻 = 门 (door) + 耳 (ear)"
333,HSK 1,学校,school,Trường học,noun,"学校 (school) = 学 (study) + 校 (school/examine)
学 (study) = 宀 (roof) + 子 (child) + 爻 (to compare)
校 (school/examine) = 木 (wood) + 交 (to mix)"
334,HSK 1,学生,student,Học sinh,noun,"学生 (student) = 学 (study) + 生 (life)
学 (study) = 宀 (roof) + 子 (child) + 冖 (cover)
生 (life) = 一 (one) + 丿 (slash) + | (vertical line)"
336,HSK 1,它,it,Nó,pronoun,"它 (it) = 宀 (roof radical, shelter) + 匕 (spoon shape) "
337,HSK 1,完,finish,Hoàn thành, Verb,完 = 宀 (roof) + 二 (two) + 儿 (legs)
338,HSK 1,完成,complete,Hoàn thành,adjective,"完整 (complete) = 完 (whole) + 整 (orderly)
完 = 宀 (roof) + 元 (origin)
整 = 正 (correct) + 攵 (action)"
340,HSK 1,家,family,Gia đình,noun,"家 (home/family) = 宀 (roof, semantic) + 豕 (pig, semantic)"
341,HSK 1,家人,Family members,Thành viên gia đình,Noun,"家 = 宀 (roof) + 豕 (pig)
 人 = person"
342,HSK 1,寄,send; post; mail,Gửi,Verb,寄 = 宀 (roof) + 大 (big) + 一 (one) + 亅 (hook) +  口 (mouth)
343,HSK 1,对,Yes/Correct,Đúng,Verb,寸 (hand) + 又 (again) – aligned precisely
344,HSK 1,小,small,Nhỏ,adjective,小 (small) = three small strokes (pictograph of tiny things)
345,HSK 1,小明,Xiao Ming,Tiểu Minh,Noun,"小 = 小 (small)
明 = 日 (sun/day) + 月 (moon)"
346,HSK 1,小狗,puppy,Chó con,noun,"小狗 (puppy) = 小 (small) + 狗 (dog)  
狗 (dog) = 犭 (animal) + 句 (sentence)"
347,HSK 1,小猫,kitten,Mèo con,noun,"小猫 (kitten) = 小 (small) + 猫 (cat)  
猫 (cat) = 犭 (animal) + 苗 (sprout)"
349,HSK 1,少,little,Nhỏ / Ít,adjective,少 (little) = 小 (small) + 丿 (slash)
350,HSK 1,就,Just,Chỉ / Vừa mới,Adverb,尤 (especially) + 京 (capital)
351,HSK 1,尴尬,embarrassing,Ngại / Xấu hổ,adjective,"尴尬 (embarrassing) = 尴 (awkward) + 尬 (awkward)
尴 (awkward) = 尸 (corpse) + 监 (inspect)
监 (inspect) = 皿 (dish) + 𠔉 (cover)
尬 (awkward) = 尸 (corpse) + 介 (between)
介 (between) = 人 (person) + 丿 (slash)"
352,HSK 1,尺码,size,Kích cỡ,noun,"尺码 (size) = 尺 (ruler) + 码 (code; number)  
尺 (ruler) = 尸 (body) + 丿 (stroke)  
码 (code) = 石 (stone) + 马 (horse)"
354,HSK 1,山,mountain,Núi,noun,"山 (mountain) = 山 (basic radical, pictograph itself)"
355,HSK 1,岁,Years old,Tuổi,Noun,山 (mountain) + evening + small components
356,HSK 1,工作,Job,Công việc,Noun,工 = work; 作 = person + yesterday (as verb)
357,HSK 1,左边,Right side,Bên phải,Noun,"右 = 口 (mouth) + 又 (hand)
 边 = see above"
358,HSK 1,差,to be short of,Thiếu,Verb/Adjective,羊 (sheep) + 工 (work)
360,HSK 1,帮,help,Giúp đỡ,Verb,帮 = 一 (one) + 二 (two) + 丨 (line) + 阝 (town) + 巾 (turban/scarf)
361,HSK 1,常,often,Thường xuyên,Adverb,常 = ⺌ (small) + 冖 (cover) + 口 (mouth) + 巾 (turban/scarf)
362,HSK 1,常见,common,Phổ biến,adjective,"常见 (common) = 常 (usual) + 见 (see)  
常 (usual) = ⺌ (small) + 巾 (cloth) + 尚 (still)  
见 (see) = 目 (eye) + 儿 (legs radical)"
363,HSK 1,干,dry,Khô,adjective,干 (dry) = 一 (one) + 十 (ten)
364,HSK 1,年,Year,Năm,Noun,Derived from 禾 (grain) + person holding → harvest cycle
367,HSK 1,床,bed,Giường,noun,床 (bed) = 广 (shelter) + 木 (wood)
368,HSK 1,店,Shop,Cửa hàng,Noun,广 (shelter) + 占 (occupy)
370,HSK 1,开,drive,Lái xe,verb,开 (drive; open) = 一 (one) + 廾 (two hands)
373,HSK 1,当,work as,Làm việc với vai trò,Verb,当 = ⺌ (small) + 彐 (pig snout)
374,HSK 1,往,go,Đi,Verb,往 = 彳 (step) + 王 (jade) + 丶 (dot)
375,HSK 1,很,Very,Rất,Adverb,彳 (step) + 艮 (stopping)
376,HSK 1,得  ,take; catch,Bắt / Đi (xe),Verb,得 = 彳 (step) + 日 (sun/day) + 一 (one) + 寸 (thumb)
378,HSK 1,心,mind,Tâm trí,noun,心 (mind) = 丿(stroke) + 小(small) +丶(dot)
379,HSK 1,忙,Busy,Bận,Adjective,心 (heart) + 忙 (phonetic)
380,HSK 1,快,nearly,Gần như,Adverb,快 (nearly) = 忄 (heart/feeling) + 夬 (decisive/quick)
381,HSK 1,怎么,How,Như thế nào,Pronoun,"怎 = 心 (heart) + 乍 (sudden)
 么 = simplified of 麽 (small)"
384,HSK 1,您,You (polite),Bạn / Ngài (lịch sự),Pronoun,"您 = 你 (you) + 心 (heart, written as 忄)
 你 = 亻 (human/person) + 尔 (that)"
385,HSK 1,您好,Hello (polite),Xin chào (lịch sự),Greeting,"您好 = 您 (you) + 好 (good)
您 =  亻 (human) + ⺈ (knife) + 小 (small) + 心 (heart)
好 = 女 (female) + 子 (child)"
386,HSK 1,懂,To understand,Hiểu,Verb,忄(heart) + 董 (supervise)
387,HSK 1,成,become,Trở thành, verb,成 = 一 (one) + 丿 (bend) + ㇆ (N/A) + 戈 (spear)
388,HSK 1,我,I / Me,Tôi,Pronoun,我 = 手 (hand) + 戈 (spear)
390,HSK 1,打,play,Chơi,Verb,打 = 扌 (hand) + 一 (one) + 亅 (hook)
391,HSK 1,打包,pack (to go home),Gói mang về,verb,"打包 (pack) = 打 (hit; make) + 包 (wrap)  
打 (hit) = 扌 (hand) + 丁 (nail)  
包 (wrap) = 勹 (wrap) + 巳 (self)"
393,HSK 1,打扫,clean,Sạch,verb,打扫 (clean) = 打 (do/strike) + 扫 (sweep)
394,HSK 1,找,To look for,Tìm kiếm,Verb,手 (hand) + 另 (another)
395,HSK 1,找钱, change,Trả lại tiền thừa / Tìm tiền,verb,"找钱 (change) = 找 (look for; give) + 钱 (money)  
找 (look for) = 扌(hand) + 戈 (weapon)  
钱 (money) = 钅(metal) + 戋 (narrow)"
396,HSK 1,把,measure word,Lượng từ,preposition,把 (measure word / hold) = 扌(hand) + 巴(to cling)
399,HSK 1,拍,take (a picture),Chụp ảnh,Verb,拍 = 扌 (hand) + 白 (white)
400,HSK 1,拐,turn,Rẽ,Verb,拐 = 扌 (hand) + 口 (mouth) + 力 (power/force)
401,HSK 1,拿,hold; take,Cầm; mang,Verb,拿 = 人 (human) + 一 (one) + 口 (mouth) + 手 (hand)
402,HSK 1,换,To exchange,Trao đổi,Verb,扌 (hand) + 奂 (exchange component)
403,HSK 1,接,connect,Kết nối,Verb,接 = 扌 (hand) + 立 (stand erect) + 女 (woman)
407,HSK 1,放,put ,Đặt / Để / Thả / Phóng (nghĩa đa nghĩa tùy ngữ cảnh),verb,放 (put; release) = 攵 (action; tap radical) + 方 (square; direction)
411,HSK 1,整,exactly,Chính xác,Adverb,整 (exactly) = 正 (correct) + 攵 (action/strike)
412,HSK 1,新,New,Mới,Adjective,新 = 立 (stand erect) + 十 (ten) + 小 (small) + 斤 (axe)
414,HSK 1,旧,Old,Cũ,Adjective,旧 = 丨 (line) + 日 (sun/day)
415,HSK 1,早,early,Sớm,Adjective,早 = 日 (sun) + 十 (ten)
416,HSK 1,早上,Morning,Buổi sáng,Noun,"早 = 日 (sun) + 十 (ten)
 上 = 一 (one) + 丨 (line)"
417,HSK 1,时候,Time / moment,Thời gian / Khoảnh khắc,Noun,"时 = 日 (sun) + 寸 (inch)
 候 = 亻 (person) + 侯 (wait)"
418,HSK 1,明天,Tomorrow,Ngày mai,Noun,"明 = 日 (sun) + 月 (moon)
 天 = 一 (one) + 大 (big)"
419,HSK 1,星期,day (of the week),Thứ,noun,"星期 (week) = 星 (star) + 期 (period; time)  
星 (star) = 日 (sun) + 生 (birth)  
期 (period; time) = 其 (it; that) + 月 (moon)"
420,HSK 1,是,To be,Là,Verb,是 = 日 (sun) + 正 (correct)
421,HSK 1,是的,Yes (to confirm),Vâng / Đúng,Adverb,"是 = 日 (sun/day) + 一 (one) + 龰 (N/A)
的 = 白 (white) + 勹 (wrap) + 丶 (dot)"
422,HSK 1,晕,faint,Ngất,verb/adjective,"晕 (faint) = 日 (sun) + 军 (army)  
军 (army) = 冖 (cover) + 车 (vehicle)"
423,HSK 1,晴天,Sunny day,Trời nắng,Noun,"晴天 (sunny day)=晴 (clear)+天 (sky)
晴 (clear)=日 (sun)+青 (green/blue)
青 (green/blue)=生 (life)+月 (moon)
天 (sky)=一 (one)+大 (big)"
424,HSK 1,暴风,storm,Bão,Verb,"暴风 (storm)=暴 (violent)+风 (wind)
暴 (violent)=日 (sun)+共 (together)+曰 (say)
风 (wind)=几 (table)+乂 (cross)"
425,HSK 1,更,more,Hơn,Adverb,更 = 一 (one) + 日 (sun/day) + 丨 (line) + 乂 (N/A)
426,HSK 1,最,most,Phần lớn,adverb,"最 (most) = từ đơn, nghĩa là nhất, cực kỳ"
427,HSK 1,最近,Recently,Gần đây,Adverb,"最 = 曰 (say) + 耳 (ear) + 又 (right hand)
近 = 辶 (walk) + 斤 (axe)"
428,HSK 1,月,Month / Moon,Tháng / Mặt trăng,Noun,月 = pictograph of moon
429,HSK 1,月光,moon,Mặt trăng,noun,月光 (moonlight) = 月 (moon) + 光 (light)
430,HSK 1,有,To have,Có,Verb,又 (hand) + 月 (moon)
431,HSK 1,朋友,Friend,Bạn bè,Noun,"朋 = 月 (moon) + 月 (moon)
 友 = 又 (again) + 手 (hand)"
432,HSK 1,机场,airport,Sân bay,noun,"机场 (airport) = 机 (machine) + 场 (field)  
机 (machine) = 木 (wood) + 几 (table; support)  
场 (field) = 土 (earth) + 昜 (sunlight; open)"
433,HSK 1,来,come,Đến,verb,来 (come) = 未 (not yet) + 丷 (two dots)
434,HSK 1,杯,cup; glass,Cốc / Ly,Measure word,杯 = 木 (wood) + 不
435,HSK 1,柜子,cupboard,Tủ,noun,"柜子 (cupboard) = 柜 (cupboard) + 子 (suffix/noun)
柜 (cupboard) = 木(wood) + 匮(deficiency/container)
匮 (container) = 匚(box) + 贵(precious)
贵 (precious) = 中(middle) + 贝(shell, money)
子 (child / noun suffix) = pictograph of a child"
436,HSK 1,查,check,Kiểm tra,Verb,查 = 木 (tree) + 日 (sun/day) + 一 (one)
437,HSK 1,桌子,table,Bàn,noun,"桌子 (table) = 桌 (table) + 子 (suffix/child)
桌 (table) = 木 (wood) + 卓 (outstanding)
卓 (outstanding) = 卜 (divine) + 日 (sun)"
438,HSK 1,棒,good,Tốt,Adjective,棒 = 木 (tree) + 一 (one) + 二 (two) + 丨 (line) + 八 (eight/divide) + 二 (two) + 丨 (line)
439,HSK 1,椅子,chair,Ghế,noun,"椅子 (chair) = 椅 (chair) + 子 (suffix/noun)
椅 (chair) = 木(wood) + 奇(strange)
奇 (strange) = 大(big) + 可(can)
子 (child / noun suffix) = pictograph of a child"
440,HSK 1,楼,Building / floor,Tòa nhà / Tầng,Noun,木 (wood) + 娄 (building radical)
441,HSK 1,楼下,downstairs,Tầng dưới,Noun,"楼 = 木 (tree) + 米 (rice) + 女 (woman)
下 = 一 (one) + 卜 (divination)"
442,HSK 1,欢迎,welcome,Chào mừng,verb,"欢迎 (welcome) = 欢 (joy) + 迎 (to greet)  
欢 (joy) = 又 (hand) + 欠 (to yawn; to exhale)  
迎 (to greet) = 辶 (walk) + 卬 (to lift; raise)"
443,HSK 1,款,style,Phong cách,Noun,"款 = 土 (earth) + 𠂤 (hand/action) + 欠 (lack, owe)"
444,HSK 1,歌,Song,Bài hát,Noun,欠 (yawn) + 哥 (older brother)
445,HSK 1,正,currently,Hiện tại,Adjective,一 (one) + 止 (stop) – proper
446,HSK 1,每天,Every day,Mỗi ngày,Time word,"每 = 母 (mother) + 人
 天 = sky/day"
447,HSK 1,比较,Relatively,Tương đối,Adverb,"比 = compare (two hands)
 较 = 车 (vehicle) + 交 (interact)"
448,HSK 1,水,water,Nước,Noun,水 = 水 (water)
449,HSK 1,求婚,proposal,Cầu hôn,noun,求婚 (proposal) = 求 (ask) + 婚 (marriage)
450,HSK 1,汤,Soup,Canh,Noun,氵 (water) + 昜 (sun shining)
451,HSK 1,没错,that's right,Đúng vậy,,"没 = 氵 (water) + 殳 (weapon/lance)
错 = 钅 (metal/gold) + 艹 (grass) + 一 (one) + 日 (sun/day)"
452,HSK 1,河,river,Sông,Noun,河 = 氵 (water) = 一 (one) + 亅 (hook) + 口 (mouth)
453,HSK 1,油条,Fried dough stick,Bánh quẩy,Noun,"油 = 氵 (water) + 由 (from)
 条 = see above"
454,HSK 1,泰国,Thailand,Thái Lan,pronoun,谁 (who / people) = 讠(speech) + 隹(short-tailed bird)
455,HSK 1,洗,wash,Giặt,Verb,"洗 = 氵 (water) + ⺧ (cow) + 儿 (legs)
"
456,HSK 1,派,send,Gửi,Verb,派 = 氵 (water) + ⺁ (cliff) + 匚 (box)
457,HSK 1,派对,party,Bữa tiệc,noun,"派对 (party) = 派 (faction) + 对 (pair)  
派 (faction) = 氵 (water) + 𣏟 (branch)  
对 (pair) = 寸 (inch) + 又 (hand)"
458,HSK 1,浅,light,Đèn / Ánh sáng,Adjective,浅 = 氵 (water) + 戋 (N/A)
459,HSK 1,浇,water,Nước,Verb,浇 = 氵 (water） + 一 (one) + 儿 (legs)
460,HSK 1,浪漫,romantic,Lãng mạn,verb,浪漫 (romantic) = 浪 (wave) + 漫 (overflowing/free)
461,HSK 1,深,dark,Tối,Verb,"暗 (dark)=日 (sun)+音 (sound)
音 (sound)=立 (stand)+日 (sun)"
462,HSK 1,游泳,swimming,Bơi lội,verb,"游泳 (swimming) = 游 (to swim) + 泳 (to swim)
游 (to swim) = 氵 (water) + 斿 (to travel)
泳 (to swim) = 氵 (water) + 永 (forever)
永 (forever) = 丶 (dot) + 水 (water)"
463,HSK 1,湿,wet,Ướt,adjective,"湿 (wet) = 氵 (water) + 显 (to show)
显 (to show) = 日 (sun) + 业 (business)"
464,HSK 1,演讲,presentation,Thuyết trình,noun,演讲 (presentation) = 演 (perform) + 讲 (speak)
465,HSK 1,炒饭,fried rice,Cơm chiên,Noun,"炒 = 火 (fire) + 小 (small) + 丿 (bend)
饭 = 饣 (eat/food) + ⺁ (cliff) + 又 (right hand)"
466,HSK 1,点,time,Thời gian,noun,点 (hour/time) = 占 (point/mark) + 灬 (fire/dot)
467,HSK 1,烤鸭,roast duck,Vịt quay,noun,"烤鸭 (roast duck) = 烤 (roast) + 鸭 (duck)
烤 (roast) = 火 (fire) + 考 (test/consider)
考 (test) = 老 (old) + 丂 (breath obstruction)
鸭 (duck) = 甲 (armor) + 鸟 (bird)"
468,HSK 1,热,Hot,Nóng,Adjective,灬 (fire) + 执 (hold) → intense heat
469,HSK 1,热闹,bustle,Nhộn nhịp,adjective,"热闹 (bustle) = 热 (hot) + 闹 (noisy)
热 (hot) = 扌(hand) + 丸(pellet) + 灬(fire)
闹 (noisy) = 门(door) + 市(market)"
470,HSK 1,熊,bear,Gấu,noun,"熊 (bear) = 能 (ability) + 火 (fire)
能 (ability) = 匕 (spoon) + 月 (flesh/moon) + 匚 (box)"
471,HSK 1,熊猫,panda,Gấu trúc,noun,"熊猫 (panda) = 熊 (bear) + 猫 (cat)
猫 (cat) = 犭(animal radical) + 苗 (sprout)
苗 (sprout) = 艹 (grass) + 田 (field)"
472,HSK 1,爬山,climbing,Leo,verb,"爬山 (climbing) = 爬 (to climb) + 山 (mountain)
爬 (to climb) = 扌(hand) + 巴 (cling)
巴 (cling) = 巳 (curved)
山 (mountain) = 山 (pictograph of mountain, three peaks)"
473,HSK 1,爱,Love,Yêu,Verb,爪 (claw) + 冖 (cover) + 心 (heart)
474,HSK 1,爸爸,Dad,Bố,Noun,"父 = hand holding stick (discipline)
 巴 = mouth shape"
475,HSK 1,牛奶,milk,Sữa,noun,"牛奶 (milk) = 牛 (cow) + 奶 (milk)
牛 (cow) = pictograph of cow’s head with horns
奶 (milk) = 女 (woman) + 乃 (thus)"
476,HSK 1,特别,especially,Đặc biệt,Adverb,"特 = 牛 (cow) + 土 (earth) + 寸 (thumb)
别 = 口 (mouth) + 力 (power/force) + 刂 (knife)"
477,HSK 1,狗,Dog,Chó,Noun,犭 (dog radical) + 句 (phonetic)
478,HSK 1,猪,pig,Heo,noun,猪 (pig) = 犭(animal) + 者 (person/thing)
479,HSK 1,王,Wang (surname),Vương (họ),Proper Noun,"王 = three lines, symbolizing jade"
